V1,Control.F.6-Acarbose.F.6_logFC,Control.F.6-Acarbose.F.6_logCPM,Control.F.6-Acarbose.F.6_LR,Control.F.6-Acarbose.F.6_PValue,Control.F.6-Acarbose.F.6_FDR
Cdh1,-1.89196537628664,3.71510248551308,12.2466863378051,0.0004660851204628,0.0113927167212834
Ckmt1,-2.6413069742814,-1.96775693285937,4.45476125416184,0.034804080985366,0.185955226815528
Zfp385a,-1.86658925936376,4.42249259438299,59.4642420679584,1.2453654197085501e-14,3.0178897124974094e-11
Mapk7,-1.68135002362594,1.84810894915885,49.0733737342948,2.46564534567943e-12,4.926975812003921e-09
C1ql4,-2.18470129753428,-1.00658156952152,14.8308996584229,0.0001175929293372,0.0041285251158462
Cnn1,3.67322992914567,-1.73483671667036,7.41645967674655,0.0064629859759113,0.0657653047809794
Ube2c,-1.86698014028424,-0.666094630857162,6.42143155792266,0.0112751235455323,0.0929605167309497
Ccne1,-2.1365272128484,0.117381393625834,8.2428449113686,0.0040912956002482,0.0495480692920975
Dbf4,-2.31151734452559,0.611261651765606,33.0610365832099,8.93106450600447e-09,3.8587026268375e-06
Rec8,-1.95691144535643,-0.684247713186742,5.08156292965844,0.024181562436154,0.149831960117968
Epdr1,1.77697854046167,-1.80339544985879,4.12231655259502,0.0423210895038403,0.209302754038727
Hmgn2,1.82863045680844,2.38403752570077,17.1145025001594,3.51925486799622e-05,0.0017705280470434
Fosb,-6.12197728287052,-0.78022788106405,39.4015199891103,3.45028292311227e-10,2.46501962246275e-07
Gstm3,-4.6893614663623,5.83783601948952,64.4105927540811,1.01013618276615e-15,8.0740185088498e-12
Mthfd2,-1.66052634803331,0.606689349130227,14.1317831274475,0.0001704395527611,0.0054821864998794
Cbfa2t3,2.01608148059341,2.4719219211425,32.2086698914966,1.38471479323215e-08,5.47966972716654e-06
Cdc20,-2.99629438214312,-0.350128475017517,17.2394917390699,3.29515007033107e-05,0.0017080013289118
Adamts4,-2.07530924347297,-1.26873276697931,14.1100097467239,0.0001724237899185,0.0055348729028889
Ihh,-2.30057518152426,0.827502412772809,13.6348377422916,0.0002220270506436,0.0067222053628584
